artifact_role	candidate_id	selection_status	cohort	pair_population	benchmark	pregrouper	scope	requested_scope	resolved_scope	contrast	requested_contrast	resolved_source_contrast	resolved_target_contrast	readout_contrast	availability_status	unavailable_reason	api_infinity_policy	aggregation	model_s	model_t	metric	statistic	n_observations	n_prompts	f_point	f_lo	f_hi
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	spearman	3270	3270	0.8541271823083695	0.8449066490491564	0.8626219250116481
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	3270	3270	0.7085103206007141	0.691328166106228	0.7254027476417519
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	spearman	3270	3270	0.8494751576929871	0.8402723336973543	0.8585391532476635
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	0.7091424403406625	0.691447926622536	0.7257434951556143
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	spearman	3270	3270	0.8400306379782826	0.8291450320030451	0.8498224825907141
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	3270	3270	0.6913404755862701	0.6738275712810196	0.7079560458932316
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	spearman	3270	3270	0.8528364685777308	0.8417022813604974	0.861958699892961
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	3270	3270	0.7011918252245474	0.6832301145151677	0.7187929220172948
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	3270	3270	0.8409286136768725	0.8301801398857738	0.8500889708502948
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	3270	3270	0.7001599446367764	0.6799050589101125	0.7181959783642109
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	spearman	3257	3257	0.8240241167222743	0.8135263093132292	0.8349081919165384
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	pearson_r2	3257	3257	0.6664472725073918	0.6502989425678545	0.6840627396638812
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	spearman	3258	3258	0.8240910346436522	0.8120416272645173	0.8348162327979999
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	pearson_r2	3258	3258	0.6370791721890852	0.6172094003618047	0.6569907060581173
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	3270	3270	0.8317075263602344	0.8201080211923141	0.8414040212253917
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	3270	3270	0.6687021479507329	0.6490296793666296	0.6859786527303573
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	spearman	3270	3270	0.8881194185226883	0.8802261584351955	0.8953634660675347
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	0.7949885208067572	0.7783665145682152	0.8111891979474816
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	spearman	3270	3270	0.858710029230056	0.8494720960727434	0.8674351275796378
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	3270	3270	0.7486430826409224	0.7320826611643385	0.765308281926706
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	spearman	3270	3270	0.8776893540763605	0.8694525700769655	0.8848654474962825
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	3270	3270	0.7812598001344474	0.7629667324530711	0.7986244931161948
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	3270	3270	0.8612922680877022	0.8533062537880116	0.8688452529124918
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	3270	3270	0.7534249344941466	0.7347178631918388	0.7716870836792902
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	spearman	3257	3257	0.8518975570859674	0.8424815422690964	0.860325550873917
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	pearson_r2	3257	3257	0.7332377007182792	0.7178627017134885	0.7489476204500916
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	spearman	3258	3258	0.8521224726861539	0.8432244753175474	0.8600723850722565
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	pearson_r2	3258	3258	0.7424098533821115	0.7248004521980808	0.7595968956577817
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	3270	3270	0.8655163996995342	0.8567675796435008	0.8730585751616874
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	3270	3270	0.7613485377353604	0.7439176084503705	0.7778654560118232
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	spearman	3270	3270	0.8985652111468014	0.890648855985234	0.9049350382759972
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	3270	3270	0.8186589153183206	0.8049495200050463	0.8302589055809753
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	spearman	3270	3270	0.9112384005171447	0.9045604543502879	0.9169700913060518
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	3270	3270	0.8454691853795997	0.8315996078690489	0.8584610143250063
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	3270	3270	0.8899074488563696	0.8828646778505148	0.8966479842944524
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	3270	3270	0.8076846593127011	0.7921444438158022	0.8225790782786502
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_pred	spearman	3257	3257	0.8987524648499998	0.8913571424743297	0.9049973876957674
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_pred	pearson_r2	3257	3257	0.8073235297290705	0.7941733206999769	0.8201655353308458
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_pred	spearman	3258	3258	0.8825803145684917	0.8752602535828353	0.8892876124946756
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_pred	pearson_r2	3258	3258	0.7959073564481792	0.7791766721314588	0.8122215943727087
revision_candidate	declared_method_finite_extreme	author_decision_required	paper	open_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		finite_extreme	row_pooled	qwen2.5-14b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	3270	3270	0.889210152576444	0.8821248481862193	0.8953994991707401
