benchmark	pregrouper	cohort	missingness_policy	scope	aggregation	model_s	model_t	metric	statistic	expected_observations	n_observations	n_prompts	observation_coverage	f_point	f_lo	f_hi	n_bootstrap	n_bootstrap_valid	aligned_key_sha256
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_rao_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.3040396999373255	0.28262632796379217	0.3269071947763038	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.09806159072942124	0.07010386851547747	0.12572086750079495	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	signed_frobenius_r	pearson_r	130742	17703	825	0.1354040782610026	0.21090382310839847	0.1869730136726249	0.2339216494198129	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	direction_cosine	mean_cosine	130742	17703	825	0.1354040782610026	0.07923658467149565	0.06662402476744944	0.09214695818555772	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	linear_cka	cka	130742	17703	825	0.1354040782610026	0.04647871907420136	0.036601122396592904	0.0593478339896614	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	aitchison_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.4217363254717184	0.3991846097883804	0.447063750122927	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_rao_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.29464013002762257	0.27167438266789457	0.32229449183567116	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.09145578903992099	0.06287932226066868	0.11743965246245831	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	prediction	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	4934	825	825	0.16720713417105795	0.40982170043174626	0.3680747534414462	0.4468124479552329	500	500	bb39c2d2fc4a8ec99452fbbab44f2b1aedd932bc8338ac64de82b714d19ca319
race	sentence	paper	global_complete_case_mnar	prediction	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	4934	825	825	0.16720713417105795	0.2494446016075292	0.2062139430693864	0.29189780916841523	500	500	bb39c2d2fc4a8ec99452fbbab44f2b1aedd932bc8338ac64de82b714d19ca319
race	sentence	paper	global_complete_case_mnar	prediction	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	4934	825	825	0.16720713417105795	0.1710522160393835	0.13856677667868106	0.20779865973903824	500	500	bb39c2d2fc4a8ec99452fbbab44f2b1aedd932bc8338ac64de82b714d19ca319
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	145544	18639	825	0.1280643654152696	0.2935522283530133	0.2711349353394936	0.3152871132283235	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	145544	18639	825	0.1280643654152696	0.09499917843574314	0.0806592777144346	0.108615928422167	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	145544	18639	825	0.1280643654152696	0.10481510687290992	0.08857482026520791	0.12415450110655447	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	145544	18639	825	0.1280643654152696	0.5153688761754688	0.49374495803955293	0.5348888365210474	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	145544	18639	825	0.1280643654152696	0.46037567494863735	0.43713687200780443	0.4837812023882223	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	145544	18639	825	0.1280643654152696	0.24199860679591761	0.22087188825685056	0.26304365229530413	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	145544	18639	825	0.1280643654152696	0.3087416618657036	0.2838704796694426	0.3341821651007825	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	145544	18639	825	0.1280643654152696	0.10478086410953076	0.09058852273056509	0.11640630626287571	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	145544	18639	825	0.1280643654152696	0.11606676819349791	0.09598754499669354	0.14042622948723973	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	145544	18639	825	0.1280643654152696	0.5074910972041419	0.48147746245264716	0.5319250527592017	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	145544	18639	825	0.1280643654152696	0.45851196989627807	0.42824193877952194	0.4870291975793147	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	145544	18639	825	0.1280643654152696	0.21238869469953858	0.18710538824206857	0.23601500348366208	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	14802	936	592	0.06323469801378193	-0.0015612616289623178	-0.044458465106178756	0.039611086744834656	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	14802	936	592	0.06323469801378193	-0.0320690072229443	-0.06835908048633581	0.006653703904088291	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	14802	936	592	0.06323469801378193	0.02606832375096234	0.015938227365738647	0.04670861829011092	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	14802	936	592	0.06323469801378193	0.4728595158792241	0.418206500895914	0.526308696481695	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	14802	936	592	0.06323469801378193	0.29732817039258563	0.22249709203541845	0.3603391779346267	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	14802	936	592	0.06323469801378193	0.23529907842060613	0.16611104835063767	0.3021693594945756	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	14802	936	592	0.06323469801378193	-0.008780139887614157	-0.05634449962119337	0.03632042645363993	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	14802	936	592	0.06323469801378193	-0.03807453094725203	-0.07873327119923224	0.00491100456746572	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	14802	936	592	0.06323469801378193	0.025741972942800163	0.01574519395274626	0.04694617755755846	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	14802	936	592	0.06323469801378193	0.46652231825401597	0.4096071092319855	0.5226646296442389	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	14802	936	592	0.06323469801378193	0.2974928541749361	0.22102200618030826	0.36475699900903585	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	14802	936	592	0.06323469801378193	0.23794844183062086	0.16482358800081845	0.308942220336409	500	500	3bab359b248413ff4b82309794d35425270ef3b1017c60cd7de1b91b484ad9f9
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	130742	17703	825	0.1354040782610026	0.297593197876645	0.2721326727366471	0.3210696327824246	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	130742	17703	825	0.1354040782610026	0.10171757767748361	0.088225306177838	0.11797893949601389	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	130742	17703	825	0.1354040782610026	0.10755896587807459	0.09051350392735703	0.12685283382803456	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.5150831713292818	0.49220142761784247	0.5373442738898698	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.462248160208176	0.43594735594754147	0.48586712170107393	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.24156723827555424	0.21813958693466798	0.2620834527706153	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	130742	17703	825	0.1354040782610026	0.31032150533062475	0.28281726397642293	0.3353362521449775	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	130742	17703	825	0.1354040782610026	0.11066061545949693	0.0977272355733286	0.12434703979599732	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	130742	17703	825	0.1354040782610026	0.11731518835203265	0.0953231922358271	0.13936440167418696	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.5058440095631158	0.4756204378443442	0.5313892021174333	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.4585424024386306	0.4259641123970368	0.48560301014581503	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	130742	17703	825	0.1354040782610026	0.2107862328156923	0.18343116461788792	0.23400727305294747	500	500	f4dfff463588ac5ae026c9a5714d6982ed65510e3f0ce476ecc721a02f2aa318
race	sentence	paper	global_complete_case_mnar	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	4934	825	825	0.16720713417105795	0.34858556195929397	0.30495243750705336	0.3881943453282587	500	500	bb39c2d2fc4a8ec99452fbbab44f2b1aedd932bc8338ac64de82b714d19ca319
race	sentence	paper	global_complete_case_mnar	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	4934	825	825	0.16720713417105795	0.27805144677897825	0.23489792770534598	0.3170982033966127	500	500	bb39c2d2fc4a8ec99452fbbab44f2b1aedd932bc8338ac64de82b714d19ca319
race	sentence	paper	global_complete_case_mnar	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	4934	825	825	0.16720713417105795	0.1313394630351049	0.10018701878446068	0.16645911203314567	500	500	bb39c2d2fc4a8ec99452fbbab44f2b1aedd932bc8338ac64de82b714d19ca319
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	145544	18639	825	0.1280643654152696	0.22709684825648316	0.20526629631449753	0.24855113658763278	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
race	sentence	paper	global_complete_case_mnar	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	145544	18639	825	0.1280643654152696	0.08860555732715249	0.07542002637967947	0.100763338001844	500	500	51385ad7fc65412a0b97abc35d2d48f0037ab21f612a40fbcc1920f35d7c578e
