artifact_role	candidate_id	selection_status	cohort	pair_population	benchmark	pregrouper	scope	requested_scope	resolved_scope	contrast	requested_contrast	resolved_source_contrast	resolved_target_contrast	readout_contrast	availability_status	unavailable_reason	api_infinity_policy	aggregation	model_s	model_t	metric	statistic	n_observations	n_prompts	f_point	f_lo	f_hi
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_pred	spearman	4933	4933	0.315200286548718	0.29012790237618646	0.3416050606395572
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	4933	4933	0.08851190018523271	0.07437401425840325	0.10376222835838061
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	4923	4923	0.35642511982777136	0.331083815885254	0.38125761478910136
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	4923	4923	0.08465461106893628	0.07114218477705349	0.09926706054958356
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_pred	spearman	4799	4799	0.3538468570767444	0.32765908951912737	0.3777996091121432
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_pred	pearson_r2	4799	4799	0.08900379023678236	0.0745204374622955	0.10404718938669744
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_pred	spearman	3823	3823	0.23816595724440665	0.2054210378776438	0.2678534216525993
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_pred	pearson_r2	3823	3823	0.06347585391840153	0.05138240830966769	0.07614580975264423
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	4925	4925	0.2817346154735355	0.254931805793486	0.3103333729774108
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	4925	4925	0.07736610513221344	0.06339067364809553	0.09212032868822043
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	spearman	4934	4934	0.6611067097794099	0.6423990109903036	0.6768386015208496
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	pearson_r2	4934	4934	0.4009170657623061	0.37828509644238534	0.42280640335795105
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	spearman	4934	4934	0.6529280135388119	0.6363324174089764	0.6696197746609913
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	4934	4934	0.47486064767974223	0.4439238971509424	0.5052594995188859
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	spearman	4934	4934	0.6544699464418653	0.6364234168563058	0.6720048334317628
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	4934	4934	0.4466313559799768	0.41619053471079126	0.4730955209718783
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	spearman	4934	4934	0.6107823102783624	0.5913937623983259	0.6293251881923269
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	4934	4934	0.39431626519726315	0.36996741070948386	0.4196800511344388
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	spearman	4933	4933	0.5883077958890444	0.5676643532948197	0.6072047924517467
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	4933	4933	0.3906364824927272	0.36033544920825133	0.41949110541980533
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	4923	4923	0.46653781477784656	0.4416055240653448	0.4888072252907642
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	4923	4923	0.3412266562333723	0.312105829545507	0.37206254230214103
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	spearman	4799	4799	0.5567026921815117	0.5357387535458854	0.5770511911618724
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	pearson_r2	4799	4799	0.35100685644761137	0.32136646304200445	0.38065194948813713
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	spearman	3823	3823	0.5117630571823237	0.48700437836989524	0.5357390961148963
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	pearson_r2	3823	3823	0.3120294748674631	0.2819337973943967	0.3425080529614832
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	4925	4925	0.5949820133775462	0.5762737468359431	0.6137200732958047
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	4925	4925	0.3754949705303613	0.34765678127317967	0.4053199049241508
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	spearman	4934	4934	0.681793807343534	0.6668991692144196	0.6980811258233969
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	4934	4934	0.41256690916325384	0.3918498494562726	0.4358373896961781
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	spearman	4934	4934	0.6475419037624912	0.6291511855729873	0.6638411917656946
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	4934	4934	0.3879569444654001	0.36375133216782185	0.4101313549736632
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	spearman	4934	4934	0.7338387628963081	0.7195086556410846	0.7475974416855311
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	4934	4934	0.5318907119721971	0.5097298755153366	0.552708598768589
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	spearman	4933	4933	0.688970166250316	0.6737457472614496	0.7044716665366495
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	4933	4933	0.4229343091735792	0.40191648734048446	0.4455095559422914
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	4923	4923	0.5590490969165895	0.5385757077775549	0.5813904003221654
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	4923	4923	0.3091100327138044	0.2874797926810391	0.33330314365697244
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	spearman	4799	4799	0.5597671697139558	0.538832441518172	0.579996294748046
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	pearson_r2	4799	4799	0.3159671404539973	0.2946099869046264	0.3380710044224417
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	spearman	3823	3823	0.5463629218363227	0.522720236550042	0.5702804186428729
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	pearson_r2	3823	3823	0.28071051780153417	0.257238305829879	0.3048954803652987
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	4925	4925	0.6461987140449308	0.6276055924145758	0.6644173225704314
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	4925	4925	0.39563592623961097	0.37293454885903204	0.41995123310025406
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	spearman	4934	4934	0.7103245740487034	0.6944068776241686	0.7258351296308956
analysis	not_applicable	not_applicable	paper	open_open	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	4934	4934	0.6120448459996272	0.5862713242100904	0.6390083297325979
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	spearman	4934	4934	0.695981660626503	0.6802249373846468	0.7115549717201449
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	4934	4934	0.5081917016544669	0.4819502698256659	0.5333218109991078
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	spearman	4933	4933	0.6612025086051062	0.6417922313304191	0.6787047727117353
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	4933	4933	0.5086506672794007	0.4766615753068265	0.5399778811038427
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	4923	4923	0.6020271223899006	0.5821995160834212	0.6209858210534706
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	4923	4923	0.4553690852636267	0.4219793973338352	0.48891528582236377
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	spearman	4799	4799	0.5878702428713916	0.5672228763451144	0.6076809942767705
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	pearson_r2	4799	4799	0.4954506165606232	0.4668251096743574	0.5258936246380399
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	spearman	3823	3823	0.5461396093534772	0.518785736988684	0.5688233186243623
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	pearson_r2	3823	3823	0.45280161709849515	0.4193031789636696	0.4851615729335657
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	4925	4925	0.6745664528126156	0.6565108684321882	0.6918281705740863
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	4925	4925	0.48115868232878667	0.452283336766449	0.5093392985405618
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	spearman	4934	4934	0.7365882719601707	0.7224771227424163	0.7503985975514343
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	4934	4934	0.5881112376782637	0.5639643313804622	0.6117763676860076
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	spearman	4933	4933	0.706576348740976	0.6904039294284521	0.7213402529981205
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	4933	4933	0.6026531417022464	0.5761850337687411	0.6281066563811931
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	4923	4923	0.5664841735031315	0.545614993722459	0.5872930202722918
analysis	not_applicable	not_applicable	paper	open_hosted	race	sentence	all	all	prompt_level_full_dialog	canonical	canonical	correct_answer_minus_logsumexp_other_answers	correct_answer_minus_logsumexp_other_answers	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	4923	4923	0.5371185466548364	0.5050839208861095	0.5668398246972833
