benchmark	pregrouper	cohort	missingness_policy	scope	aggregation	model_s	model_t	metric	statistic	expected_observations	n_observations	n_prompts	observation_coverage	f_point	f_lo	f_hi	n_bootstrap	n_bootstrap_valid	aligned_key_sha256
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.06222559116170217	0.052616308905199874	0.07191562892177535	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.03932734835109355	0.027450663265350353	0.05146854388463111	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.032861019575448513	0.023613741816462596	0.04210814677994706	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.017794590590763694	0.014949518499071534	0.021091363141298954	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.4641477743127375	0.4522556102148648	0.4754336394784166	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.23446948015855468	0.21819725900793982	0.2515402393180669	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.0390360092696383	0.023761220953696184	0.05523536726323543	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.03932734835109353	0.027450663265350353	0.05146854388463111	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.03286101957544852	0.0236137418164626	0.042108146779947064	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.017794590590763687	0.014949518499071536	0.021091363141298954	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.46414777431273746	0.45225561021486455	0.47543363947841655	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.23446948015855495	0.21819725900793974	0.25154023931806696	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.03903600926963828	0.02376122095369623	0.05523536726323547	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.27803522194669894	0.269204773685619	0.2879437402488421	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.08381106085742042	0.07894381765776211	0.08911434574268992	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.08126073347869883	0.07576556497817818	0.08773466466905533	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.48796545540961017	0.4800883993722348	0.49577352057955354	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.3574372847068022	0.3487444806541586	0.36630750603400886	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.06992189086555266	0.059820389458256476	0.0804826006839001	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.27846514645787807	0.26937453994582605	0.28867615134741303	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.09169460264055168	0.08675500840428635	0.09680016631268475	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.08206245223696602	0.0763727247081528	0.08844073456116537	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.4770709947216713	0.46876460783432433	0.4854835066840843	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.3516264445039132	0.34220571144354817	0.36040036174412726	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.06371702358731678	0.05378905952753128	0.07416726501467359	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	4934	4934	4934	1.0	0.5729401804701092	0.5595294768247477	0.5855079155694223	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	4934	4934	4934	1.0	0.4178124982833644	0.4030798552314383	0.43516998040998994	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	4934	4934	4934	1.0	0.3308934365476292	0.31565919327065733	0.34604155104895606	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.37518164813885907	0.3658936190191053	0.3843696182770494	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.10244726242475392	0.09654050009683882	0.10773746303171622	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.1646253236680755	0.15593188286506696	0.1734933577322974	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5734089652923782	0.5648713711774558	0.5811423382856205	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5258282029163429	0.5165069452823698	0.5358344943998534	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.2305733854593661	0.22055978531120904	0.2430880089397973	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.37705014370904344	0.36733658234546523	0.38676140342044707	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.10894523952325785	0.10294635294911318	0.11397415126085252	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.16638997843413783	0.1571583391059761	0.17583907018089215	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5650664340284541	0.5560922951335906	0.573496772568089	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5213654663043952	0.5118278014808084	0.5312233077767132	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.22060732629466412	0.21034359794092675	0.2325890583393301	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.07213185600618481	0.059867940727310894	0.08422843926657181	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.03313750333075159	0.02235812058892689	0.043318659666759414	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.06590351518518855	0.06005305651180835	0.07213804059069817	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.4491050720458314	0.4381810708996937	0.4627387049473932	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.23235957511070068	0.21449238824248087	0.2514998396586637	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.15694306703346195	0.13750959767350554	0.17835211891252375	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.07213185600618478	0.0598679407273109	0.0842284392665718	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.03313750333075159	0.022358120588926892	0.043318659666759414	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.06590351518518858	0.06005305651180837	0.07213804059069816	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.449105072045831	0.43818107089969405	0.46273870494739344	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.2323595751107007	0.21449238824248082	0.25149983965866374	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.15694306703346209	0.13750959767350562	0.1783521189125238	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.39902474213262024	0.38824255600365976	0.408080505007521	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.11029419037529334	0.10474086927865668	0.1164011257813266	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.18243338308104343	0.17208622218721498	0.1919978970263629	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5785229908845306	0.5688331613510932	0.5868012374778542	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5406283233798796	0.5300021711390982	0.5501381040305283	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.2358257933948689	0.22515463104760888	0.24635147650051614	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.4008836925397463	0.3902332374301204	0.4106007677587833	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.11860067501999201	0.11341674647220007	0.12454559964564575	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.1845310582511873	0.1733746881037367	0.19530811589795816	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5689235981650804	0.5586650629234383	0.577573040468858	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5353563454675963	0.5247219862791903	0.5453722905769988	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.2242086776554319	0.2130654167407682	0.23583097328071767	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	4934	4934	4934	1.0	0.5246487903270397	0.5109851358422515	0.5361193976244468	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	4934	4934	4934	1.0	0.4453507537708507	0.42770456606879675	0.4601840071317145	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	4934	4934	4934	1.0	0.286774128367148	0.27058084124855386	0.3030413033975645	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.30387968575171476	0.2961856801787397	0.3124314875048335	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.1040983324744535	0.09870487618196433	0.10899309157017448	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.10172897511770665	0.09601581004032321	0.10830943151401044	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5062375809951589	0.49974297562766656	0.5127819949983812	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.3839532699532621	0.3755678360436667	0.39161104083717435	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.06865657425834339	0.057864916888813296	0.07925990542676065	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.3052059653128177	0.2969625945790704	0.31359043829360034	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
