benchmark	pregrouper	cohort	missingness_policy	scope	aggregation	model_s	model_t	metric	statistic	expected_observations	n_observations	n_prompts	observation_coverage	f_point	f_lo	f_hi	n_bootstrap	n_bootstrap_valid	aligned_key_sha256
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.11024651655437899	0.10499049650703339	0.11509870714690512	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.10288924056706979	0.09655598242593882	0.1100749729433664	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.4969670918553925	0.4900134523671517	0.5041860221318939	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.38092889904743166	0.3721410576819852	0.38878192172829257	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.06472401749948907	0.05438842587900031	0.07540781882307779	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.11172488236213263	0.10137836749967945	0.12173496980083683	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.1322557112680767	0.12326515346843583	0.14169840916062823	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.04732959549015029	0.042516661334991115	0.0529415792596283	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.45077725562601334	0.4379967585019464	0.4632938298606588	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.09959704854361047	0.08238804252787535	0.11785582927067861	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.06623791908781573	0.04870355025569883	0.08466273370707797	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.11172488236213264	0.10137836749967942	0.12173496980083683	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.1322557112680767	0.12326515346843586	0.14169840916062826	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.04732959549015029	0.042516661334991115	0.052941579259628314	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.45077725562601406	0.4379967585019471	0.463293829860659	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.09959704854361037	0.08238804252787538	0.11785582927067868	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.06623791908781586	0.04870355025569887	0.084662733707078	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.31752116398240654	0.3085625305023126	0.3266178850568033	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.10091046087408936	0.09526654475759751	0.10584908727407967	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.10992619087109444	0.1031969029029062	0.11725015276546347	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5112411506952571	0.5044080154246385	0.5190568369983585	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.39775494661663763	0.38917170739344487	0.4060453471924457	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.06971563533657074	0.05945420163361649	0.08055000788129282	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.31912146392507174	0.3096148011912132	0.32894371154097307	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.1083808924396653	0.10300078015928804	0.11309810728812117	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.11147217520798336	0.10375757450642496	0.1192852713524975	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5003082451459124	0.49292722005873496	0.508294264436928	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.39360950541029416	0.3850562845134386	0.40231681843753153	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.06475496860945117	0.05496574038618634	0.07529564587022483	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	4934	4934	4934	1.0	0.5211364079878213	0.5065135772477249	0.534375041589139	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	4934	4934	4934	1.0	0.4359920226193095	0.4198407019629828	0.4529505713943256	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	4934	4934	4934	1.0	0.2747630118816234	0.26025323718707877	0.2898859456674604	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.21907350340218654	0.2106563980461842	0.22773296763173387	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.09755025252200968	0.09233138253638064	0.10251965144659392	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.06204133477733859	0.05736197360897776	0.06704174607572326	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5015901844234669	0.49487795691560865	0.5084004276143931	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.34305559205110864	0.33545087033858173	0.351631317451119	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.04385657261867931	0.035225523320994934	0.05266134522988189	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.220502557377746	0.21160798679895546	0.2296792201755468	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.10194545750488086	0.09719373061942227	0.10644829364508417	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.06320935653422176	0.05816844059507443	0.06835301648652611	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.49132383267085283	0.483888205418556	0.4980943423549061	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.33881246853213554	0.3300887003597661	0.3481770088676537	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.041665227342343555	0.032382338886258334	0.05096900026331043	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.10969608480168229	0.09808592197754368	0.12262238512974066	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.16779863389866434	0.15826818148618618	0.17834675465903638	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.020414191729344007	0.017670873845468386	0.02411201592749486	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.4307133845901647	0.41932119622984615	0.4411132543560023	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.06337903285809819	0.046499768667579405	0.08222381375036264	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.02372299874106588	0.007138442976600686	0.0420386172708863	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.1096960848016823	0.09808592197754368	0.12262238512974066	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.16779863389866434	0.15826818148618618	0.17834675465903638	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.020414191729344004	0.017670873845468386	0.024112015927494856	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.4307133845901656	0.41932119622984615	0.44111325435600207	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.06337903285809818	0.046499768667579475	0.0822238137503627	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.023722998741065898	0.00713844297660064	0.0420386172708863	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.22477370582891168	0.21582454320982292	0.23355779531304807	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.08959705813048098	0.08410800599089291	0.09477206359861841	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.06457606331979573	0.059600637017831394	0.0696801091428474	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.5072944203198406	0.5005112372647104	0.5137057696613346	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.35560314816563054	0.3474507849556944	0.3632225724330109	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.04564529431174069	0.03672960076690286	0.05562941221587979	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	signed_frobenius_r	pearson_r	130742	130742	4934	1.0	0.2262825313231923	0.21649621856892662	0.2351016956937297	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	direction_cosine	mean_cosine	130742	130742	4934	1.0	0.09398655851864736	0.08829294662264882	0.09883504147268346	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	linear_cka	cka	130742	130742	4934	1.0	0.06591025513673601	0.060743674419145605	0.07137301039267117	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	aitchison_magnitude_r	pearson_r	130742	130742	4934	1.0	0.49532661584141013	0.48866972338591896	0.5024028230653226	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_rao_magnitude_r	pearson_r	130742	130742	4934	1.0	0.34983552263357487	0.3411640313148053	0.3578481641793232	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	user	prompt_equal	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	fisher_local_magnitude_r	pearson_r	130742	130742	4934	1.0	0.042903271426436206	0.03285196699305134	0.053794198980135904	500	500	5cdd0d994946d7f7dc1e9db595c191f149f1c319dc01643a8e2217e6f1918339
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	4934	4934	4934	1.0	0.824170763492672	0.8172702333018763	0.8302894405601834	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	4934	4934	4934	1.0	0.7842639180015254	0.7737272631452667	0.7937670030908975	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	prediction	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	linear_cka	cka	4934	4934	4934	1.0	0.67799621754745	0.6664534075381547	0.688150139772726	500	500	9129492352050a90469e129e227aa64981779ed90dcc995e4392548fd068d6b2
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.5660115196901118	0.5594113357301611	0.5726879787720734	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.1820802086888219	0.17716654925864125	0.1874217287807287	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.3267729517013571	0.31877154562521515	0.33441489246756345	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.6722374927085395	0.6665954853230602	0.6780963869354306	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5389449245273455	0.5307365507674041	0.5471114059639111	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.15632908860506076	0.13602000076202808	0.17641345634761033	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-3b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	145544	145544	4934	1.0	0.5684968661158213	0.5617033253885834	0.5751836397019944	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-3b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	145544	145544	4934	1.0	0.19281662236622008	0.1882855622158315	0.19749077340768698	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-3b-instruct	llama-3.1-8b-instruct	linear_cka	cka	145544	145544	4934	1.0	0.32972262432703636	0.32168067852251425	0.33772863975293405	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-3b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	145544	145544	4934	1.0	0.6674304140261498	0.6615827604428477	0.6735012213815449	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-3b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	145544	145544	4934	1.0	0.5380924220577371	0.5297321989226462	0.5467543408588977	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	all	prompt_equal	qwen2.5-3b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	145544	145544	4934	1.0	0.15413455053073474	0.13478270750477048	0.17435312065549782	500	500	22b33c7df61e6bea55727cb267f6e5f9db519b3b362814b0cd9c06c4c20aab13
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	signed_frobenius_r	pearson_r	14802	14802	4934	1.0	0.4460589017499967	0.43454850682404955	0.45690457250314687	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	direction_cosine	mean_cosine	14802	14802	4934	1.0	0.18966737535291886	0.18125202588013548	0.19772792896326966	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	linear_cka	cka	14802	14802	4934	1.0	0.20169766415435667	0.1912316678670296	0.21179191675998604	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	aitchison_magnitude_r	pearson_r	14802	14802	4934	1.0	0.616958072784604	0.6060345337429075	0.6276833104115822	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	fisher_rao_magnitude_r	pearson_r	14802	14802	4934	1.0	0.32779997395922467	0.3090561906533729	0.344634979333703	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
race	sentence	open	strict_complete	system	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	fisher_local_magnitude_r	pearson_r	14802	14802	4934	1.0	0.15391469935558771	0.13104364755274228	0.1759923864061099	500	500	c601e3e1f8531498da4fc2c4da48f94e8f82ee0eb4cc01e20e698b8e637ae831
