reconciliation_id	source_state	source_locator	source_sha256	paper_location	benchmark	pregrouper	segment_grid_id	declared_scope	executed_scope	declared_contrast	executed_contrast	cohort	pair_set	metric	statistic	aggregation	missingness_policy	value_component	value	display_value	n_pairs	effective_pairs	data_status	specification_status	revision_action	reported_metric	reported_statistic	computed_metric	computed_statistic	numerical_reproduction_status	model_identity_status	model_snapshot_identity	method_id	estimand_id	comparison_status	delta_from_published	note
Table 1:boolq:sentence:F_attn_max_to_attr:open:median	archive	archive/boolq_sentence_consolidated.tsv	1309dcb70d961e394f9a832dc3ce05ccd85c0d81bdf3a303b9ede1dd5cfcd10b	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	median	0.0023511199939251345	0.00235111999393	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	matches_published_number	historical_archived_snapshot	historical_archived_snapshot	method-v1:6b13ebd89c76124cc59b	estimand-v1:42d82bac78c4f6dce6a0	comparable	0.00035111999392513447	
Table 1:boolq:sentence:F_attn_max_to_attr:open:median	corrected	corrected/f_table.tsv	e753aa974098615f654496125886285bb03113e70e97577588ba92c3e5dce4da	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	median	0.0022444625900006	0.00224446259	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	not_comparable_model_snapshot	version_not_verifiable	unverified	method-v1:6b13ebd89c76124cc59b	estimand-v1:7766a1400a1baeb8f198	nominally_comparable_same_method		Hosted endpoint names do not establish immutable provider snapshots. A corrected result without explicit snapshot identifiers is only nominally comparable under the same method.
Table 1:boolq:sentence:F_attn_max_to_attr:open:median	corrected	corrected/f_table_prompt_equal_transfer.tsv	eb226c198efa1eb881baf5b9d3ea0f73f30cdcc71b3a687886f7fdb393656fd7	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	prompt_equal_mean_r2_then_model_pair_distribution	pairwise_drop_nonfinite	median	0.19240007328398406	0.192400073284	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	not_comparable_estimand	version_not_verifiable	unverified	method-v1:c9851dfc0610fc3cea7b	estimand-v1:a31a00e51ed2d0581d9c	nonmatching_estimand		Hosted endpoint names do not establish immutable provider snapshots. A corrected result without explicit snapshot identifiers is only nominally comparable under the same method.
Table 1:boolq:sentence:F_attn_max_to_attr:open:median	published	audited_claim_set/table_1		Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	median	0.002	.002	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	published	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	reference	historical_archived_snapshot	historical_archived_snapshot	method-v1:6b13ebd89c76124cc59b	estimand-v1:42d82bac78c4f6dce6a0	reference		
Table 1:boolq:sentence:F_attn_max_to_attr:open:min	archive	archive/boolq_sentence_consolidated.tsv	1309dcb70d961e394f9a832dc3ce05ccd85c0d81bdf3a303b9ede1dd5cfcd10b	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	min	3.1033133807042827e-06	3.1033133807e-06	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	matches_published_number	historical_archived_snapshot	historical_archived_snapshot	method-v1:94573bb19d1b7034a465	estimand-v1:b544d4fade37546dc12e	comparable	3.1033133807042827e-06	
Table 1:boolq:sentence:F_attn_max_to_attr:open:min	corrected	corrected/f_table.tsv	e753aa974098615f654496125886285bb03113e70e97577588ba92c3e5dce4da	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	min	4.949481090122036e-06	4.94948109012e-06	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	not_comparable_model_snapshot	version_not_verifiable	unverified	method-v1:94573bb19d1b7034a465	estimand-v1:4926bbb63a06e6fa1dd2	nominally_comparable_same_method		Hosted endpoint names do not establish immutable provider snapshots. A corrected result without explicit snapshot identifiers is only nominally comparable under the same method.
Table 1:boolq:sentence:F_attn_max_to_attr:open:min	corrected	corrected/f_table_prompt_equal_transfer.tsv	eb226c198efa1eb881baf5b9d3ea0f73f30cdcc71b3a687886f7fdb393656fd7	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	prompt_equal_mean_r2_then_model_pair_distribution	pairwise_drop_nonfinite	min	0.1000744427223514	0.100074442722	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	not_comparable_estimand	version_not_verifiable	unverified	method-v1:24f0de04eea64ab52a4a	estimand-v1:5e7278e3a79cf75df3c3	nonmatching_estimand		Hosted endpoint names do not establish immutable provider snapshots. A corrected result without explicit snapshot identifiers is only nominally comparable under the same method.
Table 1:boolq:sentence:F_attn_max_to_attr:open:min	published	audited_claim_set/table_1		Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	min	0.0	.000	20	"[""llama-3.1-8b-instruct->qwen2.5-0.5b-instruct"",""llama-3.1-8b-instruct->qwen2.5-14b-instruct"",""llama-3.1-8b-instruct->qwen2.5-3b-instruct"",""llama-3.1-8b-instruct->qwen2.5-7b-instruct"",""qwen2.5-0.5b-instruct->llama-3.1-8b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-14b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-3b-instruct"",""qwen2.5-0.5b-instruct->qwen2.5-7b-instruct"",""qwen2.5-14b-instruct->llama-3.1-8b-instruct"",""qwen2.5-14b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-14b-instruct->qwen2.5-3b-instruct"",""qwen2.5-14b-instruct->qwen2.5-7b-instruct"",""qwen2.5-3b-instruct->llama-3.1-8b-instruct"",""qwen2.5-3b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-3b-instruct->qwen2.5-14b-instruct"",""qwen2.5-3b-instruct->qwen2.5-7b-instruct"",""qwen2.5-7b-instruct->llama-3.1-8b-instruct"",""qwen2.5-7b-instruct->qwen2.5-0.5b-instruct"",""qwen2.5-7b-instruct->qwen2.5-14b-instruct"",""qwen2.5-7b-instruct->qwen2.5-3b-instruct""]"	published	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	reference	historical_archived_snapshot	historical_archived_snapshot	method-v1:94573bb19d1b7034a465	estimand-v1:b544d4fade37546dc12e	reference		
Table 1:boolq:sentence:F_attn_max_to_attr:open_to_hosted:max	archive	archive/boolq_sentence_consolidated.tsv	1309dcb70d961e394f9a832dc3ce05ccd85c0d81bdf3a303b9ede1dd5cfcd10b	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open_to_hosted	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	max	0.019338140846456728	0.0193381408465	30	"[""llama-3.1-8b-instruct->gemini-2-5-flash-lite-vertex"",""llama-3.1-8b-instruct->gpt-4-1"",""llama-3.1-8b-instruct->gpt-4o"",""llama-3.1-8b-instruct->llama3.1-70b-instruct"",""llama-3.1-8b-instruct->llama3.3-70b-instruct"",""llama-3.1-8b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-0.5b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-0.5b-instruct->gpt-4-1"",""qwen2.5-0.5b-instruct->gpt-4o"",""qwen2.5-0.5b-instruct->llama3.1-70b-instruct"",""qwen2.5-0.5b-instruct->llama3.3-70b-instruct"",""qwen2.5-0.5b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-14b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-14b-instruct->gpt-4-1"",""qwen2.5-14b-instruct->gpt-4o"",""qwen2.5-14b-instruct->llama3.1-70b-instruct"",""qwen2.5-14b-instruct->llama3.3-70b-instruct"",""qwen2.5-14b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-3b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-3b-instruct->gpt-4-1"",""qwen2.5-3b-instruct->gpt-4o"",""qwen2.5-3b-instruct->llama3.1-70b-instruct"",""qwen2.5-3b-instruct->llama3.3-70b-instruct"",""qwen2.5-3b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-7b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-7b-instruct->gpt-4-1"",""qwen2.5-7b-instruct->gpt-4o"",""qwen2.5-7b-instruct->llama3.1-70b-instruct"",""qwen2.5-7b-instruct->llama3.3-70b-instruct"",""qwen2.5-7b-instruct->llama4-maverick-17b-128e-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	matches_published_number	historical_archived_snapshot	historical_archived_snapshot	method-v1:78f7133a008be4d83e30	estimand-v1:4d3e249eb7d6af700453	comparable	0.0003381408464567283	
Table 1:boolq:sentence:F_attn_max_to_attr:open_to_hosted:max	corrected	corrected/f_table.tsv	e753aa974098615f654496125886285bb03113e70e97577588ba92c3e5dce4da	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open_to_hosted	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	max	0.0194029106908634	0.0194029106909	30	"[""llama-3.1-8b-instruct->gemini-2-5-flash-lite-vertex"",""llama-3.1-8b-instruct->gpt-4-1"",""llama-3.1-8b-instruct->gpt-4o"",""llama-3.1-8b-instruct->llama3.1-70b-instruct"",""llama-3.1-8b-instruct->llama3.3-70b-instruct"",""llama-3.1-8b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-0.5b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-0.5b-instruct->gpt-4-1"",""qwen2.5-0.5b-instruct->gpt-4o"",""qwen2.5-0.5b-instruct->llama3.1-70b-instruct"",""qwen2.5-0.5b-instruct->llama3.3-70b-instruct"",""qwen2.5-0.5b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-14b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-14b-instruct->gpt-4-1"",""qwen2.5-14b-instruct->gpt-4o"",""qwen2.5-14b-instruct->llama3.1-70b-instruct"",""qwen2.5-14b-instruct->llama3.3-70b-instruct"",""qwen2.5-14b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-3b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-3b-instruct->gpt-4-1"",""qwen2.5-3b-instruct->gpt-4o"",""qwen2.5-3b-instruct->llama3.1-70b-instruct"",""qwen2.5-3b-instruct->llama3.3-70b-instruct"",""qwen2.5-3b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-7b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-7b-instruct->gpt-4-1"",""qwen2.5-7b-instruct->gpt-4o"",""qwen2.5-7b-instruct->llama3.1-70b-instruct"",""qwen2.5-7b-instruct->llama3.3-70b-instruct"",""qwen2.5-7b-instruct->llama4-maverick-17b-128e-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	not_comparable_model_snapshot	version_not_verifiable	unverified	method-v1:78f7133a008be4d83e30	estimand-v1:6f77a4f9c0d9edbd9cd2	nominally_comparable_same_method		Hosted endpoint names do not establish immutable provider snapshots. A corrected result without explicit snapshot identifiers is only nominally comparable under the same method.
Table 1:boolq:sentence:F_attn_max_to_attr:open_to_hosted:max	corrected	corrected/f_table_prompt_equal_transfer.tsv	eb226c198efa1eb881baf5b9d3ea0f73f30cdcc71b3a687886f7fdb393656fd7	Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open_to_hosted	F_attn_max_to_attr	pearson_r2	prompt_equal_mean_r2_then_model_pair_distribution	pairwise_drop_nonfinite	max	0.3701463721994742	0.370146372199	30	"[""llama-3.1-8b-instruct->gemini-2-5-flash-lite-vertex"",""llama-3.1-8b-instruct->gpt-4-1"",""llama-3.1-8b-instruct->gpt-4o"",""llama-3.1-8b-instruct->llama3.1-70b-instruct"",""llama-3.1-8b-instruct->llama3.3-70b-instruct"",""llama-3.1-8b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-0.5b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-0.5b-instruct->gpt-4-1"",""qwen2.5-0.5b-instruct->gpt-4o"",""qwen2.5-0.5b-instruct->llama3.1-70b-instruct"",""qwen2.5-0.5b-instruct->llama3.3-70b-instruct"",""qwen2.5-0.5b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-14b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-14b-instruct->gpt-4-1"",""qwen2.5-14b-instruct->gpt-4o"",""qwen2.5-14b-instruct->llama3.1-70b-instruct"",""qwen2.5-14b-instruct->llama3.3-70b-instruct"",""qwen2.5-14b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-3b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-3b-instruct->gpt-4-1"",""qwen2.5-3b-instruct->gpt-4o"",""qwen2.5-3b-instruct->llama3.1-70b-instruct"",""qwen2.5-3b-instruct->llama3.3-70b-instruct"",""qwen2.5-3b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-7b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-7b-instruct->gpt-4-1"",""qwen2.5-7b-instruct->gpt-4o"",""qwen2.5-7b-instruct->llama3.1-70b-instruct"",""qwen2.5-7b-instruct->llama3.3-70b-instruct"",""qwen2.5-7b-instruct->llama4-maverick-17b-128e-instruct""]"	complete	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	not_comparable_estimand	version_not_verifiable	unverified	method-v1:d1895dda34ccfc5d6f67	estimand-v1:7c6353aa3574647378b3	nonmatching_estimand		Hosted endpoint names do not establish immutable provider snapshots. A corrected result without explicit snapshot identifiers is only nominally comparable under the same method.
Table 1:boolq:sentence:F_attn_max_to_attr:open_to_hosted:max	published	audited_claim_set/table_1		Table 1	boolq	sentence	boolq_sentence_paper_full_dialog	user	all	canonical	canonical	paper_11	open_to_hosted	F_attn_max_to_attr	pearson_r2	row_pooled_then_model_pair_distribution	pairwise_drop_nonfinite	max	0.019	.019	30	"[""llama-3.1-8b-instruct->gemini-2-5-flash-lite-vertex"",""llama-3.1-8b-instruct->gpt-4-1"",""llama-3.1-8b-instruct->gpt-4o"",""llama-3.1-8b-instruct->llama3.1-70b-instruct"",""llama-3.1-8b-instruct->llama3.3-70b-instruct"",""llama-3.1-8b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-0.5b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-0.5b-instruct->gpt-4-1"",""qwen2.5-0.5b-instruct->gpt-4o"",""qwen2.5-0.5b-instruct->llama3.1-70b-instruct"",""qwen2.5-0.5b-instruct->llama3.3-70b-instruct"",""qwen2.5-0.5b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-14b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-14b-instruct->gpt-4-1"",""qwen2.5-14b-instruct->gpt-4o"",""qwen2.5-14b-instruct->llama3.1-70b-instruct"",""qwen2.5-14b-instruct->llama3.3-70b-instruct"",""qwen2.5-14b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-3b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-3b-instruct->gpt-4-1"",""qwen2.5-3b-instruct->gpt-4o"",""qwen2.5-3b-instruct->llama3.1-70b-instruct"",""qwen2.5-3b-instruct->llama3.3-70b-instruct"",""qwen2.5-3b-instruct->llama4-maverick-17b-128e-instruct"",""qwen2.5-7b-instruct->gemini-2-5-flash-lite-vertex"",""qwen2.5-7b-instruct->gpt-4-1"",""qwen2.5-7b-instruct->gpt-4o"",""qwen2.5-7b-instruct->llama3.1-70b-instruct"",""qwen2.5-7b-instruct->llama3.3-70b-instruct"",""qwen2.5-7b-instruct->llama4-maverick-17b-128e-instruct""]"	published	scope_mismatch	undecided	F_attn_max_to_attr	pearson_r2	F_attn_max_to_attr	pearson_r2	reference	historical_archived_snapshot	historical_archived_snapshot	method-v1:78f7133a008be4d83e30	estimand-v1:4d3e249eb7d6af700453	reference		
